Ciudad,Región,Day 1,Description 1,Day 2,Description 2,Day 3,Description 3,Day 4,Description 4,Day 5,Description 5
CUSCO , CUSCO,"sábado, 13 de enero: Máx 24ºC, Mín 15ºC","Cielo nublado parcial al atardecer , lluvia.","domingo, 14 de enero: Máx 22ºC, Mín 14ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 21ºC, Mín 14ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 23ºC, Mín 13ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 23ºC, Mín 13ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a lluvia ligera.
HIDROELÉCTRICA , CUSCO,"sábado, 13 de enero: Máx 19ºC, Mín 8ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 17ºC, Mín 8ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 17ºC, Mín 8ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 19ºC, Mín 7ºC",Cielo nublado parcial durante el día con tendencia a lluvia ligera.
HUAYLLABAMBA , CUSCO,"sábado, 13 de enero: Máx 23ºC, Mín 12ºC","Cielo nublado parcial al atardecer , lluvia.","domingo, 14 de enero: Máx 19ºC, Mín 13ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 19ºC, Mín 12ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 24ºC, Mín 11ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 23ºC, Mín 11ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a lluvia.
MACHU PICCHU , CUSCO,"sábado, 13 de enero: Máx 14ºC, Mín 5ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 15ºC, Mín 6ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 14ºC, Mín 5ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 14ºC, Mín 4ºC",Cielo nublado parcial variando a cielo con nubes dispersas por la tarde.,"miércoles, 17 de enero: Máx 14ºC, Mín 4ºC",Cielo nublado parcial durante el día con tendencia a lluvia ligera.
PACAYMAYO , CUSCO,"sábado, 13 de enero: Máx 22ºC, Mín 7ºC",Cielo nublado parcial durante el día con tendencia a lluvia ligera.,"domingo, 14 de enero: Máx 21ºC, Mín 6ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 21ºC, Mín 7ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"martes, 16 de enero: Máx 21ºC, Mín 7ºC",Cielo nublado por la tarde con lluvia.,"miércoles, 17 de enero: Máx 22ºC, Mín 6ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.
PARURO , CUSCO,"sábado, 13 de enero: Máx 19ºC, Mín 10ºC","Cielo nublado al atardecer , lluvia.","domingo, 14 de enero: Máx 20ºC, Mín 9ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 19ºC, Mín 10ºC",Cielo nublado parcial variando a cielo cubierto por la tarde con lluvia.,"martes, 16 de enero: Máx 19ºC, Mín 10ºC",Cielo nublado durante el día con lluvia.,"miércoles, 17 de enero: Máx 21ºC, Mín 9ºC",Cielo nublado parcial por la tarde con lluvia.
PAUCARTAMBO , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 6ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 18ºC, Mín 7ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 18ºC, Mín 6ºC",Cielo nublado variando a cielo nublado parcial al atardecer con tendencia a lluvia.,"martes, 16 de enero: Máx 21ºC, Mín 5ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas durante el día.,"miércoles, 17 de enero: Máx 21ºC, Mín 5ºC",Cielo nublado variando a cielo nublado parcial al atardecer ; lluvia.
PISAC , CUSCO,"sábado, 13 de enero: Máx 19ºC, Mín 5ºC","Cielo nublado con tendencia a cielo nublado parcial durante el día , lluvia ligera.","domingo, 14 de enero: Máx 18ºC, Mín 6ºC",Cielo nublado parcial variando a cielo cubierto por la tarde con lluvia.,"lunes, 15 de enero: Máx 18ºC, Mín 6ºC",Cielo nublado al atardecer con lluvia.,"martes, 16 de enero: Máx 19ºC, Mín 6ºC",Cielo nublado parcial al atardecer con lluvia.,"miércoles, 17 de enero: Máx 20ºC, Mín 4ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.
POMACANCHI , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 10ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 19ºC, Mín 11ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 19ºC, Mín 10ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 21ºC, Mín 9ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 21ºC, Mín 9ºC",Cielo nublado parcial con tendencia a cielo con nubes dispersas durante el día con tendencia a lluvia ligera.
QORIHUAYRACHINA , CUSCO,"sábado, 13 de enero: Máx 31ºC, Mín 19ºC","Cielo nublado al atardecer , lluvia.","domingo, 14 de enero: Máx 28ºC, Mín 19ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 28ºC, Mín 19ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 30ºC, Mín 19ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 30ºC, Mín 19ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a lluvia.
QUILLABAMBA , CUSCO,"sábado, 13 de enero: Máx 30ºC, Mín 22ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","domingo, 14 de enero: Máx 31ºC, Mín 22ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 30ºC, Mín 21ºC",Cielo nublado parcial a cielo nublado al atardecer con lluvia.,"martes, 16 de enero: Máx 30ºC, Mín 21ºC",Cielo nublado por la tarde con lluvia.,"miércoles, 17 de enero: Máx 31ºC, Mín 20ºC",Cielo nublado parcial por la tarde con lluvia.
QUIMBIRI , CUSCO,"sábado, 13 de enero: Máx 30ºC, Mín 20ºC","Cielo nublado al atardecer , lluvia.","domingo, 14 de enero: Máx 31ºC, Mín 21ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 29ºC, Mín 21ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"martes, 16 de enero: Máx 29ºC, Mín 21ºC","Cielo nublado durante el día con lluvia , tormenta.","miércoles, 17 de enero: Máx 31ºC, Mín 20ºC",Cielo nublado parcial variando a cielo cubierto por la tarde con lluvia.
QUINCEMIL , CUSCO,"sábado, 13 de enero: Máx 21ºC, Mín 13ºC","Cielo nublado al atardecer , lluvia.","domingo, 14 de enero: Máx 19ºC, Mín 13ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 18ºC, Mín 12ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 21ºC, Mín 12ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 21ºC, Mín 12ºC",Cielo nublado entre cielo nublado parcial durante el día con tendencia a lluvia.
SANTA TERESA , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 6ºC","Cielo nublado al atardecer , lluvia.","domingo, 14 de enero: Máx 19ºC, Mín 5ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 19ºC, Mín 6ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"martes, 16 de enero: Máx 19ºC, Mín 6ºC",Cielo nublado por la tarde con lluvia.,"miércoles, 17 de enero: Máx 21ºC, Mín 5ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.
SANTO TOMÁS , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 4ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","domingo, 14 de enero: Máx 20ºC, Mín 5ºC",Cielo nublado parcial variando a cielo cubierto al atardecer con lluvia.,"lunes, 15 de enero: Máx 19ºC, Mín 5ºC",Cielo nublado parcial por la tarde con lluvia.,"martes, 16 de enero: Máx 19ºC, Mín 5ºC",Cielo nublado por la tarde con lluvia.,"miércoles, 17 de enero: Máx 21ºC, Mín 4ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.
SICUANI , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 6ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 20ºC, Mín 6ºC","Cielo nublado con tendencia a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 19ºC, Mín 6ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 20ºC, Mín 4ºC",Cielo nublado parcial variando a cielo con nubes dispersas al atardecer.,"miércoles, 17 de enero: Máx 20ºC, Mín 4ºC",Cielo nublado parcial durante el día con tendencia a lluvia ligera.
SORAYPAMPA , CUSCO,"sábado, 13 de enero: Máx 22ºC, Mín 8ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.,"domingo, 14 de enero: Máx 20ºC, Mín 8ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","lunes, 15 de enero: Máx 20ºC, Mín 7ºC","Cielo nublado variando a cielo nublado parcial al atardecer , lluvia.","martes, 16 de enero: Máx 21ºC, Mín 7ºC",Cielo nublado parcial variando a cielo con nubes dispersas durante el día.,"miércoles, 17 de enero: Máx 21ºC, Mín 7ºC",Cielo nublado parcial durante el día con tendencia a lluvia ligera.
URUBAMBA , CUSCO,"sábado, 13 de enero: Máx 20ºC, Mín 1ºC","Cielo nublado al atardecer , lluvia ligera.","domingo, 14 de enero: Máx 20ºC, Mín 2ºC",Cielo nublado parcial a cielo nublado por la tarde con lluvia.,"lunes, 15 de enero: Máx 19ºC, Mín 2ºC",Cielo nublado por la tarde con lluvia.,"martes, 16 de enero: Máx 19ºC, Mín 2ºC",Cielo nublado parcial al atardecer con lluvia.,"miércoles, 17 de enero: Máx 20ºC, Mín 1ºC",Cielo nublado parcial al atardecer con tendencia a lluvia.
YAURI,ESPINAR - CUSCO,"sábado, 13 de enero: Máx 21ºC, Mín 5ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros y ráfagas de viento.,"domingo, 14 de enero: Máx 20ºC, Mín 6ºC","Cielo nublado variando a cielo cubierto por la tarde con chubascos fuertes , tormenta y granizo.","lunes, 15 de enero: Máx 16ºC, Mín 7ºC",Cielo nublado a cielo cubierto durante el día con lluvia intermitente por la tarde.,"martes, 16 de enero: Máx 19ºC, Mín 6ºC","Cielo nublado parcial por la mañana variando a cielo nublado por la tarde , ráfagas de viento.","miércoles, 17 de enero: Máx 21ºC, Mín 5ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde.
ACOBAMBA , HUANCAVELICA,"sábado, 13 de enero: Máx 20ºC, Mín 8ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros.,"domingo, 14 de enero: Máx 21ºC, Mín 7ºC","Cielo nublado durante el día con lluvia moderada , tormenta por la tarde.","lunes, 15 de enero: Máx 15ºC, Mín 11ºC",Cielo cubierto durante el día con chubascos moderados por la tarde.,"martes, 16 de enero: Máx 17ºC, Mín 9ºC","Cielo nublado durante el día , lluvia ligera por la tarde.","miércoles, 17 de enero: Máx 19ºC, Mín 8ºC",Cielo nublado parcial por la tarde variando a cielo nublado por la tarde.
COLCABAMBA , HUANCAVELICA,"sábado, 13 de enero: Máx 20ºC, Mín 6ºC",Cielo despejado por la mañana variando a cielo cubierto al atardecer con lluvia.,"domingo, 14 de enero: Máx 20ºC, Mín 8ºC",Cielo despejado por la mañana variando a cielo cubierto al atardecer con lluvia ligera.,"lunes, 15 de enero: Máx 20ºC, Mín 9ºC",Cielo despejado por la mañana variando a cielo cubierto al atardecer con lluvia.,"martes, 16 de enero: Máx 20ºC, Mín 8ºC",Cielo despejado por la mañana variando a cielo cubierto al atardecer con lluvia.,"miércoles, 17 de enero: Máx 20ºC, Mín 9ºC",Cielo despejado por la mañana variando a cielo cubierto al atardecer con lluvia.
CUSICANCHA , HUANCAVELICA,"sábado, 13 de enero: Máx 23ºC, Mín 7ºC",Cielo con nubes dispersas en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.,"domingo, 14 de enero: Máx 22ºC, Mín 7ºC",Cielo con nubes dispersas en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia ligera.,"lunes, 15 de enero: Máx 22ºC, Mín 7ºC",Cielo con nubes dispersas en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.,"martes, 16 de enero: Máx 23ºC, Mín 8ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado hacia el mediodía con lluvia.,"miércoles, 17 de enero: Máx 23ºC, Mín 8ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado hacia el mediodía con lluvia.
HUACHOS , HUANCAVELICA,"sábado, 13 de enero: Máx 20ºC, Mín 4ºC","Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros , tormenta y granizo.","domingo, 14 de enero: Máx 18ºC, Mín 5ºC",Cielo nublado a cielo cubierto durante el día con chubascos fuertes y tormenta por la tarde.,"lunes, 15 de enero: Máx 14ºC, Mín 6ºC",Cielo nublado a cielo cubierto durante el día con lluvia intermitente y ráfagas de viento por la tarde.,"martes, 16 de enero: Máx 18ºC, Mín 4ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde.,"miércoles, 17 de enero: Máx 19ºC, Mín 5ºC",Cielo nublado parcial a cielo nublado durante el día con ráfagas de viento por la tarde.
HUANCAVELICA , HUANCAVELICA,"sábado, 13 de enero: Máx 22ºC, Mín 4ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros y ráfagas de viento.,"domingo, 14 de enero: Máx 21ºC, Mín 5ºC","Cielo nublado a cielo cubierto por la tarde con chubascos moderados , tormenta y granizo.","lunes, 15 de enero: Máx 16ºC, Mín 8ºC",Cielo cubierto durante el día con lluvia ligera por la tarde.,"martes, 16 de enero: Máx 20ºC, Mín 7ºC",Cielo nublado parcial variando a cielo nublado al atardecer con chubascos ligeros.,"miércoles, 17 de enero: Máx 23ºC, Mín 5ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde.
LIRCAY , HUANCAVELICA,"sábado, 13 de enero: Máx 19ºC, Mín 5ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros.,"domingo, 14 de enero: Máx 20ºC, Mín 5ºC","Cielo nublado parcial por la mañana variando a cielo cubierto por la tarde con chubascos moderados , tormenta y granizo.","lunes, 15 de enero: Máx 14ºC, Mín 7ºC",Cielo cubierto durante el día con chubascos moderados por la tarde.,"martes, 16 de enero: Máx 17ºC, Mín 6ºC",Cielo nublado parcial variando a cielo nublado por la tarde.,"miércoles, 17 de enero: Máx 19ºC, Mín 4ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con ráfagas de viento.
PAMPAS , HUANCAVELICA,"sábado, 13 de enero: Máx 21ºC, Mín 8ºC",Cielo nublado parcial por la mañana variando a cielo nublado por la tarde con chubascos ligeros y ráfagas de viento.,"domingo, 14 de enero: Máx 19ºC, Mín 7ºC",Cielo nublado variando a cielo cubierto por la tarde con chubascos moderados y tormenta.,"lunes, 15 de enero: Máx 16ºC, Mín 9ºC",Cielo cubierto durante el día con lluvia ligera por la tarde.,"martes, 16 de enero: Máx 18ºC, Mín 8ºC",Cielo nublado parcial por la mañana variando a cielo cubierto por la tarde con ráfagas de viento.,"miércoles, 17 de enero: Máx 20ºC, Mín 7ºC",Cielo nublado parcial variando a cielo nublado por la tarde.
PAUCARBAMBA , HUANCAVELICA,"sábado, 13 de enero: Máx 14ºC, Mín 9ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.,"domingo, 14 de enero: Máx 14ºC, Mín 10ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia ligera.,"lunes, 15 de enero: Máx 13ºC, Mín 10ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.,"martes, 16 de enero: Máx 15ºC, Mín 9ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.,"miércoles, 17 de enero: Máx 15ºC, Mín 9ºC",Cielo despejado en las primeras horas de la mañana variando a cielo nublado al atardecer con lluvia.
SANTIAGO DE CHOCORVOS , HUANCAVELICA,"sábado, 13 de enero: Máx 15ºC, Mín 4ºC",Cielo despejado por la mañana variando a cielo nublado al atardecer con lluvia.,"domingo, 14 de enero: Máx 14ºC, Mín 5ºC",Cielo despejado por la mañana variando a cielo nublado al atardecer con lluvia.,"lunes, 15 de enero: Máx 14ºC, Mín 4ºC",Cielo despejado por la mañana variando a cielo nublado al atardecer con lluvia.,"martes, 16 de enero: Máx 16ºC, Mín 4ºC",Cielo despejado por la mañana variando a cielo nublado al atardecer con lluvia.,"miércoles, 17 de enero: Máx 16ºC, Mín 6ºC",Cielo despejado por la mañana variando a cielo nublado al atardecer con lluvia.
TAMBO , HUANCAVELICA,"sábado, 13 de enero: Máx 29ºC, Mín 21ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia y chubascos al atardecer.","domingo, 14 de enero: Máx 29ºC, Mín 21ºC","Cielo cubierto a cielo nublado durante el día , lluvia y chubascos al atardecer.","lunes, 15 de enero: Máx 28ºC, Mín 22ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia y chubascos al atardecer.","martes, 16 de enero: Máx 29ºC, Mín 22ºC",Cielo nublado parcial variando a cielo nublado con lluvia frecuente al atardecer.,"miércoles, 17 de enero: Máx 29ºC, Mín 22ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia.
AUCAYACU , HUANUCO,"sábado, 13 de enero: Máx 18ºC, Mín 7ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia frecuente y chubascos.","domingo, 14 de enero: Máx 16ºC, Mín 7ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y neblina.","lunes, 15 de enero: Máx 16ºC, Mín 7ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos , neblina.","martes, 16 de enero: Máx 17ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia.,"miércoles, 17 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia.
CARPISH , HUANUCO,"sábado, 13 de enero: Máx 18ºC, Mín 8ºC","Cielo nublado a cielo nublado parcial durante el día , lluvia frecuente y neblina.","domingo, 14 de enero: Máx 17ºC, Mín 8ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y neblina.","lunes, 15 de enero: Máx 17ºC, Mín 7ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos , neblina.","martes, 16 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.,"miércoles, 17 de enero: Máx 18ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial durante el día variando a lluvia ligera.
CHAGLLA , HUANUCO,"sábado, 13 de enero: Máx 25ºC, Mín 16ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia moderada al atardecer.","domingo, 14 de enero: Máx 25ºC, Mín 16ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","lunes, 15 de enero: Máx 24ºC, Mín 15ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","martes, 16 de enero: Máx 24ºC, Mín 15ºC",Cielo cubierto a cielo nublado durante el día con tendencia a chubascos ligeros.,"miércoles, 17 de enero: Máx 26ºC, Mín 15ºC",Cielo nublado variando a cielo nublado parcial durante el día.
HUANUCO , HUANUCO,"sábado, 13 de enero: Máx 13ºC, Mín 4ºC","Cielo nublado a cielo nublado parcial durante el día , lluvia moderada al atardecer.","domingo, 14 de enero: Máx 13ºC, Mín 4ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos al atardecer.","lunes, 15 de enero: Máx 12ºC, Mín 4ºC","Cielo nublado a cielo cubierto durante el día , lluvia frecuente.","martes, 16 de enero: Máx 13ºC, Mín 4ºC",Cielo nublado variando a cielo nublado parcial durante el día.,"miércoles, 17 de enero: Máx 13ºC, Mín 4ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.
JACAS CHICO , HUANUCO,"sábado, 13 de enero: Máx 23ºC, Mín 15ºC",Cielo nublado variando a cielo nublado parcial durante el día ; chubascos.,"domingo, 14 de enero: Máx 23ºC, Mín 15ºC","Cielo nublado parcial variando a cielo nublado durante el día , lluvia moderada al atardecer.","lunes, 15 de enero: Máx 23ºC, Mín 15ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia moderada al atardecer.","martes, 16 de enero: Máx 22ºC, Mín 15ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia ligera.","miércoles, 17 de enero: Máx 22ºC, Mín 15ºC",Cielo nublado variando a cielo nublado parcial durante el día.
LA DIVISORIA , HUANUCO,"sábado, 13 de enero: Máx 18ºC, Mín 8ºC","Cielo nublado parcial a cielo nublado durante el día , lluvia moderada y chubascos al atardecer.","domingo, 14 de enero: Máx 17ºC, Mín 8ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","lunes, 15 de enero: Máx 17ºC, Mín 8ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos al atardecer.","martes, 16 de enero: Máx 19ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial al atardecer con tendencia a lluvia ligera.,"miércoles, 17 de enero: Máx 19ºC, Mín 7ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.
LA UNION , HUANUCO,"sábado, 13 de enero: Máx 30ºC, Mín 22ºC",Cielo cubierto a cielo nublado al atardecer ; lluvia frecuente.,"domingo, 14 de enero: Máx 32ºC, Mín 22ºC",Cielo nublado variando a cielo nublado parcial al atardecer ; lluvia moderada al atardecer.,"lunes, 15 de enero: Máx 32ºC, Mín 22ºC",Cielo nublado variando a cielo nublado parcial al atardecer ; lluvia moderada al atardecer.,"martes, 16 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia frecuente y chubascos.","miércoles, 17 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos ligeros."
PUERTO INCA , HUANUCO,"sábado, 13 de enero: Máx 31ºC, Mín 20ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia moderada y chubascos.","domingo, 14 de enero: Máx 28ºC, Mín 20ºC","Cielo cubierto variando a cielo nublado durante el día , lluvia moderada y chubascos.","lunes, 15 de enero: Máx 30ºC, Mín 20ºC","Cielo cubierto variando a cielo nublado parcial durante el día , lluvia moderada y chubascos.","martes, 16 de enero: Máx 31ºC, Mín 20ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia.","miércoles, 17 de enero: Máx 32ºC, Mín 20ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a chubascos ligeros.
PUMAHUASI , HUANUCO,"sábado, 13 de enero: Máx 20ºC, Mín 11ºC","Cielo cubierto a cielo nublado durante el día , lluvia frecuente.","domingo, 14 de enero: Máx 20ºC, Mín 11ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","lunes, 15 de enero: Máx 20ºC, Mín 11ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","martes, 16 de enero: Máx 20ºC, Mín 11ºC",Cielo cubierto a cielo nublado durante el día con tendencia a lluvia ligera.,"miércoles, 17 de enero: Máx 22ºC, Mín 11ºC",Cielo nublado variando a cielo nublado parcial durante el día.
SAN RAFAEL , HUANUCO,"sábado, 13 de enero: Máx 28ºC, Mín 22ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos.","domingo, 14 de enero: Máx 28ºC, Mín 22ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos.","lunes, 15 de enero: Máx 28ºC, Mín 21ºC","Cielo nublado a cielo cubierto durante el día , lluvia moderada y chubascos.","martes, 16 de enero: Máx 31ºC, Mín 21ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.,"miércoles, 17 de enero: Máx 32ºC, Mín 21ºC",Cielo nublado variando a cielo nublado parcial durante el día con tendencia a lluvia ligera.
TINGO MARIA , HUANUCO,"sábado, 13 de enero: Máx 31ºC, Mín 22ºC","Cielo cubierto a cielo nublado durante el día , lluvia moderada y chubascos.","domingo, 14 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos ligeros.","lunes, 15 de enero: Máx 32ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , chubascos ligeros.","martes, 16 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia moderada al atardecer.","miércoles, 17 de enero: Máx 31ºC, Mín 22ºC","Cielo nublado variando a cielo nublado parcial durante el día , lluvia frecuente."
TOURNAVISTA , HUANUCO,"sábado, 13 de enero: Máx 29ºC, Mín 19ºC",Cielo despejado en las primeras horas de la mañana y cielo con nubes dispersas al atardecer.,"domingo, 14 de enero: Máx 29ºC, Mín 20ºC",Cielo despejado en las primeras horas de la mañana y cielo con nubes dispersas al atardecer.,"lunes, 15 de enero: Máx 28ºC, Mín 19ºC",Cielo nublado parcial en las primeras horas de la mañana y cielo con nubes dispersas al atardecer.,"martes, 16 de enero: Máx 29ºC, Mín 21ºC",Cielo despejado durante el día con ráfagas de viento al atardecer.,"miércoles, 17 de enero: Máx 29ºC, Mín 20ºC",Cielo despejado durante el día.
BERNALES , ICA,"sábado, 13 de enero: Máx 28ºC, Mín 20ºC",Cielo despejado por la mañana variando a cielo con nubes dispersas al atardecer.,"domingo, 14 de enero: Máx 28ºC, Mín 20ºC",Cielo despejado por la mañana variando a cielo nublado parcial al atardecer.,"lunes, 15 de enero: Máx 27ºC, Mín 20ºC",Cielo despejado por la mañana variando a cielo nublado parcial al atardecer con ráfagas de viento.,"martes, 16 de enero: Máx 28ºC, Mín 20ºC",Cielo despejado por la mañana variando a cielo con nubes dispersas al atardecer con ráfagas de viento.,"miércoles, 17 de enero: Máx 28ºC, Mín 20ºC",Cielo despejado por la mañana variando a cielo con nubes dispersas al atardecer con ráfagas de viento.
